,hashtags,timestamp,text,screen_name,likes,retweets
384,['IndiaFightsCoronahttps'],2020-04-04 10:34:19,"Watch Live: Press Briefing on the actions taken, preparedness and updates on COVID-19. #IndiaFightsCoronahttps://www.pscp.tv/w/cVcIqzF4TlFhUlpidll5S2J8MURYeHlleU5iT1B4TVVjhvMjxf8kCBEDci33btMitfeysE9QqeGY62-FfxPc …",COVIDNewsByMIB,25,15
385,"['IndiaFightsCorona', 'StayHomeSaveLives']",2020-04-04 07:57:53,"#IndiaFightsCorona
@CSIR_IMTECH takes up sample testing for Covid-19: https://bit.ly/39JfK2h 
#StayHomeSaveLives",COVIDNewsByMIB,16,7
386,['IndiaFightsCoronahttps'],2020-04-03 10:40:57,"Watch Live: Press Briefing on the actions taken, preparedness and updates on COVID-19. #IndiaFightsCoronahttps://www.pscp.tv/w/cVW4uTF4TlFhUlpidll5S2J8MW5BSkVkQnlFa1ZHTOsziuKfTGNRfGvaYw5hc7FmjjSa_8rVWAfaL3S1jnhE …",COVIDNewsByMIB,18,13
387,"['IndiaFightsCorona', 'StayHomeSaveLives']",2020-04-03 09:17:42,"#IndiaFightsCorona
 
TRIFED writes to States/UTs regarding combating impact of COVID-19 on NTFP Trade and Tribal Interests: https://bit.ly/2X2gGfv 
@TribalAffairsIn
#StayHomeSaveLives",COVIDNewsByMIB,9,4
388,['IndiaFightsCoronapic'],2020-04-03 07:14:50,".@WorldBank approves 1 billion to help India prevent, detect, and respond to the COVID-19

 Largest ever health sector support from the bank to India
 Covers all states and Union Territories of India

#IndiaFightsCoronapic.twitter.com/d5SdAseuiH",COVIDNewsByMIB,40,14
389,['IndiaFightsCorona'],2020-04-03 06:00:50,"Take a look at how you can ensure the Mental Health of Children during COVID-19. #IndiaFightsCorona

via: @mygovindiapic.twitter.com/XYWw1ZEIrn",COVIDNewsByMIB,36,17
390,['IndiaFightsCoronahttps'],2020-04-03 03:31:36, Watch Live: Prime Minister @narendramodi's COVID-19 related message to the nation. #IndiaFightsCoronahttps://www.pscp.tv/w/cVVUGDF4TlFhUlpidll5S2J8MXluSk9wakFPUW54UhPoJSt1HXAa3UhotfoIgEwdpjUbCmnvuGVuE8cZe30R …,COVIDNewsByMIB,33,20
391,['IndiaFightCoronaVirushttps'],2020-04-02 10:37:31,"Watch Live: Press Briefing on the actions taken, preparedness and updates on COVID-19. #IndiaFightCoronaVirushttps://www.pscp.tv/w/cVRmazF4TlFhUlpidll5S2J8MVlxS0RFd1dXWExHVtx3VpkE3HxMIelYBQnaJuqGDCMQv1mKHhdB2AdaMVMG …",COVIDNewsByMIB,21,19
392,['IndiaFightCoronaVirushttps'],2020-04-01 10:34:46,"Watch Live: Press Briefing on the actions taken, preparedness and updates on COVID-19. #IndiaFightCoronaVirushttps://www.pscp.tv/w/cVMURjF4TlFhUlpidll5S2J8MUJkR1lRdmxZTXlHWAgiTYulga6a3jsbKY8eqld7aLgv32VG_wjEWpaMXLXS …",COVIDNewsByMIB,46,21
393,"['CoronaOutbreak', 'COVID19', 'IndiaFightsCoronapic']",2020-03-31 12:10:32,"Dear citizens, 

We should not get 'infodemic' while fighting against #CoronaOutbreak. 

It is important to be updated with correct information on #COVID19. 

Follow @COVIDNewsbyMIB for authentic information and all updates on Novel Coronavirus (COVID-19).

#IndiaFightsCoronapic.twitter.com/K2HDSrp5rA",COVIDNewsByMIB,494,271
394,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-10 09:09:42,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/CrpU8CGOOU",COVIDNewsByMIB,24,15
395,"['IndiaFightsCorona', 'coronavirus', 'TogetherAgainstCOVID19', 'StaySafe']",2020-07-07 04:16:21,"#IndiaFightsCorona:

A caring environment is key to keeping ourselves and our neighbours safe from the effects of #coronavirus.

#TogetherAgainstCOVID19
#StaySafe
Via @UNICEFIndiapic.twitter.com/HSlVamffGr",COVIDNewsByMIB,41,21
396,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-05 12:26:22,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/ET6dwLNjVe",COVIDNewsByMIB,29,11
397,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-03 05:24:49,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/35MEwC5dC2",COVIDNewsByMIB,43,25
398,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-01 03:41:04,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/a2lKpUiQHw",COVIDNewsByMIB,37,23
399,"['IndiaFightsCorona', 'Coronavirus', 'StaySafe']",2020-06-29 03:27:01,"#IndiaFightsCorona:

Global #Coronavirus cases exceed one-crore mark with almost 5 lakh fatalities.

#StaySafe
Via @airnewsalertspic.twitter.com/yFksjuZfY9",COVIDNewsByMIB,41,16
400,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-28 09:33:57,"#IndiaFightsCorona:

@SetuAarogya App:

 Enables people to self-assess the risk of catching coronavirus
 Informs users about the precautionary measures

 Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/MMYuk02rxp",COVIDNewsByMIB,33,18
401,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-23 02:35:20,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/6GHb3n60AR",COVIDNewsByMIB,35,25
402,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-10 09:09:42,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/CrpU8CGOOU",COVIDNewsByMIB,24,15
403,"['IndiaFightsCorona', 'coronavirus', 'TogetherAgainstCOVID19', 'StaySafe']",2020-07-07 04:16:21,"#IndiaFightsCorona:

A caring environment is key to keeping ourselves and our neighbours safe from the effects of #coronavirus.

#TogetherAgainstCOVID19
#StaySafe
Via @UNICEFIndiapic.twitter.com/HSlVamffGr",COVIDNewsByMIB,41,21
404,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-05 12:26:22,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/ET6dwLNjVe",COVIDNewsByMIB,29,11
405,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-03 05:24:49,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/35MEwC5dC2",COVIDNewsByMIB,43,25
406,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-07-01 03:41:04,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/a2lKpUiQHw",COVIDNewsByMIB,37,23
407,"['IndiaFightsCorona', 'Coronavirus', 'StaySafe']",2020-06-29 03:27:01,"#IndiaFightsCorona:

Global #Coronavirus cases exceed one-crore mark with almost 5 lakh fatalities.

#StaySafe
Via @airnewsalertspic.twitter.com/yFksjuZfY9",COVIDNewsByMIB,41,16
408,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-28 09:33:57,"#IndiaFightsCorona:

@SetuAarogya App:

 Enables people to self-assess the risk of catching coronavirus
 Informs users about the precautionary measures

 Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/MMYuk02rxp",COVIDNewsByMIB,33,18
409,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-23 02:35:20,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/6GHb3n60AR",COVIDNewsByMIB,35,25
410,"['IndiaFightsCorona', 'Coronavirus', 'StaySafe', 'IndiaWillWin']",2020-06-22 16:21:43,"#IndiaFightsCorona: 

Keep your surroundings clean to stay protected from #Coronavirus infection. 

Maintain Hygiene. 

#StaySafe #IndiaWillWin 

Via @HRDMinistrypic.twitter.com/h9lIVdeRx4",COVIDNewsByMIB,26,13
411,"['IndiaFightsCorona', 'Coronavirus', 'StaySafepic']",2020-06-22 13:48:45,"#IndiaFightsCorona: 

#Coronavirus prevention tips
Wear a mask 
Wash hands frequently 
Cough Etiquette: Cover mouth with sleeve or elbow
Don't touch eyes, nose or mouth with unwashed hands
Clean and disinfect 
Avoid contact with sick people 

#StaySafepic.twitter.com/Lbp4dkGVsA",COVIDNewsByMIB,54,12
412,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-21 15:57:10,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/7Gno0jp7TE",COVIDNewsByMIB,45,19
413,"['IndiaFightsCorona', 'coronavirus', 'COVID19', 'MythBusters', 'FactCheck']",2020-06-20 16:22:20,"#IndiaFightsCorona :

Myth: You can self-check for #coronavirus by holding your breath for 10 seconds 

Fact: Being able to hold your breath for 10 seconds without coughing or feeling discomfort DOES NOT mean you are free from #COVID19
#MythBusters #FactCheck 

Via @WHOpic.twitter.com/vw62263bIg",COVIDNewsByMIB,39,11
414,"['IndiaFightsCorona', 'coronavirus', 'StayHome']",2020-06-20 15:42:51,"#IndiaFightsCorona :

 Can regularly rinsing your nose with saline help prevent infection with the new #coronavirus ?

 NO, There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.

#StayHome  

Via @WHOpic.twitter.com/KXxjpQfKL4",COVIDNewsByMIB,28,8
415,"['CoronaFacts', 'COVID19', 'MythBuster', 'IndiaFightsCorona', 'StaySafeStayHealthypic']",2020-06-20 12:08:17,"#CoronaFacts :

Can I use hand dryers and ultraviolet disinfection lamps to kill #COVID19 
  NO, Hand dryers are not effective in killing the novel coronavirus. 

@ICMRDELHI
#MythBuster #IndiaFightsCorona #StaySafeStayHealthypic.twitter.com/jqkXkPDMby",COVIDNewsByMIB,41,20
416,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-06-20 06:04:39,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/WQ2J16jmH1",COVIDNewsByMIB,15,5
417,"['IndiaFightsCorona', 'COVID', 'StaySafe', 'IndiaWillWinpic']",2020-06-20 03:44:59,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafe #IndiaWillWinpic.twitter.com/fJJBxTYv24",COVIDNewsByMIB,36,19
418,"['IndiaFightsCorona', 'COVID', 'StaySafepic']",2020-06-18 03:05:52,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#StaySafepic.twitter.com/1hEMCuauhP",COVIDNewsByMIB,88,37
419,"['IndiaFightsCorona', 'COVID', 'SfaySafe', 'StayAtHomepic']",2020-06-16 07:47:49,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching coronavirus
Informs users about the precautionary measures

Alerts users when in high risk areas or in proximity to a #COVID positive person

@ICMRDELHI
#SfaySafe #StayAtHomepic.twitter.com/reWJmBpkty",COVIDNewsByMIB,31,19
420,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'StaySafe', 'StayAtHome', 'IndiaWillWin']",2020-06-13 08:44:29,"#IndiaFightsCorona:

Can shoes spread the #COVID19 virus
 The likelihood of #Coronavirus being spread on shoes and infecting individuals is very low.

#StaySafe #StayAtHome #IndiaWillWin

Via @WHOpic.twitter.com/uo3XdCqo3r",COVIDNewsByMIB,121,42
421,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'IndiaWillWinpic']",2020-06-13 07:41:46,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #IndiaWillWinpic.twitter.com/ywwl7V8koU",COVIDNewsByMIB,33,15
422,"['IndiaFightsCorona', 'lockdown', 'COVID19', 'coronavirus']",2020-06-12 09:25:20,"#IndiaFightsCorona: 

Vigorous enforcement of #lockdown measures by administration of Rajasthan's Sri Ganganagar district has helped in preparing against #COVID19 & in keeping the #coronavirus away.

Full story by Md Junaid, Asst Collector, Sri Ganganagar:
https://m.facebook.com/story.php?story_fbid=776439879659993&id=242169026420417 …pic.twitter.com/mlJvD3FqqH",COVIDNewsByMIB,7,0
423,"['IndiaFightsCorona', 'lockdown', 'COVID19', 'coronavirus']",2020-06-11 14:20:53,"#IndiaFightsCorona: 

Vigorous enforcement of #lockdown measures by administration of Rajasthan's Sri Ganganagar district has helped in preparing against #COVID19 & in keeping the #coronavirus away.

Read full story by Md. Junaid, IAS, Asst. Collector (U/T), Sri Ganganagar https://twitter.com/humansoflbsnaa/status/1268722443415195648 …",COVIDNewsByMIB,45,19
424,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StaySafe', 'WeWillWinpic']",2020-06-09 16:22:50,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StaySafe #WeWillWinpic.twitter.com/PiUNYpS7xo",COVIDNewsByMIB,61,24
425,"['IndiaFightsCorona', 'Coronavirus', 'COVID', 'StaySafe', 'StayAtHomepic']",2020-06-05 07:48:37,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching #Coronavirus
Informs users about the precautionary measures

Alerts users when in high-risk area or in proximity to a #COVID positive person 

#StaySafe #StayAtHomepic.twitter.com/DqsUNkrJSi",COVIDNewsByMIB,29,21
426,"['IndiaFightsCorona', 'Coronavirus', 'COVID', 'StaySafe', 'StayAtHomepic']",2020-06-04 03:47:25,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching #Coronavirus
Informs users about the precautionary measures

Alerts users when in high-risk area or in proximity to a #COVID positive person 

#StaySafe #StayAtHomepic.twitter.com/qqzV4bC1VM",COVIDNewsByMIB,49,27
427,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StayHome', 'StaySafe', 'WeWillWinpic']",2020-06-03 12:44:08,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StayHome #StaySafe #WeWillWinpic.twitter.com/8ZIlvx4EsI",COVIDNewsByMIB,38,11
428,"['IndiaFightsCorona', 'Coronavirus', 'COVID', 'StaySafe', 'StayAtHomepic']",2020-06-03 03:53:33,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching #Coronavirus
Informs users about the precautionary measures

Alerts users when in high-risk area or in proximity to a #COVID positive person 

#StaySafe #StayAtHomepic.twitter.com/bIIFtDM0RM",COVIDNewsByMIB,134,53
429,"['CoronaVirusUpdates', 'Coronavirus', 'StaySafe', 'StayAtHomepic']",2020-06-02 06:49:09,"#CoronaVirusUpdates:

Five tips on how to live with novel #Coronavirus

Here are the five tips from Prof. Raghavan:

1.Wear a mask when you step out of the houses
2. Practise vigilant hand hygiene
3. Maintain social distance

#StaySafe #StayAtHomepic.twitter.com/YKj3Ud4Nbm",COVIDNewsByMIB,49,22
430,"['IndiaFightsCorona', 'Coronavirus', 'COVID', 'StaySafe', 'StayAtHomepic']",2020-06-02 04:29:06,"#IndiaFightsCorona:

@SetuAarogya App:

Enables people to self-assess the risk of catching #Coronavirus
Informs users about the precautionary measures

Alerts users when in high-risk area or in proximity to a #COVID positive person 

#StaySafe #StayAtHomepic.twitter.com/HJvAkQjpf2",COVIDNewsByMIB,63,28
431,"['IndiaFightsCorona', 'Coronavirus', 'COVID19']",2020-05-29 11:47:01,"#IndiaFightsCorona: 

Centre for Cellular & Molecular Biology (CCMB) has established stable cultures of #Coronavirus from patients’ samples. The ability to culture the virus in lab enables CCMB to work towards vaccine development and testing of potential drugs to fight #COVID19.pic.twitter.com/JY5KCj3Cop",COVIDNewsByMIB,86,34
432,"['CoronaVirusUpdates', 'Coronavirus', 'StaySafe', 'StayAtHomepic']",2020-05-29 07:40:44,"#CoronaVirusUpdates:

Researchers culture novel #Coronavirus, may help in drug testing and vaccine development: https://bit.ly/3ddBrKr 
#StaySafe
#StayAtHomepic.twitter.com/1pZng1xSwo",COVIDNewsByMIB,43,23
433,"['IndiaFightsCorona', 'Coronavirus', 'StaySafe', 'StayAtHomepic']",2020-05-29 02:45:52,"#IndiaFightsCorona:

Are you afraid of #Coronavirus
Wash hands frequently with water  and soap .

#StaySafe
#StayAtHomepic.twitter.com/ZapW0aoVfC",COVIDNewsByMIB,38,24
434,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'Corona']",2020-05-28 03:30:00,"#IndiaFightsCorona:

Say NO to STIGMA & carry on.
Let's not stigmatize people who have either been infected or recovered from #COVID19.

Let's not label any individual or community as a carrier of #Coronavirus.

Let's CARRY ON our collective fight against #Corona.pic.twitter.com/3Of0TeosEq",COVIDNewsByMIB,37,17
435,"['MythBusters', 'Coronavirus', 'COVID19', 'StayHome']",2020-05-25 14:30:58,"#MythBusters
Myth: Does eating garlic help prevent #Coronavirus
Fact: There is no scientific evidence to prove that eating garlic helps in preventing the spread of #COVID19. 

#StayHome 

Via @fssaiindiapic.twitter.com/l7S2L4Jo5e",COVIDNewsByMIB,34,21
436,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'COVID19Pandemic', 'StayHome', 'StaySafepic']",2020-05-24 13:48:54,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #COVID19Pandemic. 

#StayHome #StaySafepic.twitter.com/19tKncnMXv",COVIDNewsByMIB,58,32
437,"['MythBusters', 'Coronavirus', 'COVID19', 'StayHome', 'StaySafe', 'IndiaFightsCorona']",2020-05-24 10:50:50,"#MythBusters
Myth: Does eating meat cause #Coronavirus
Fact: There is no scientific evidence to prove that #COVID19 can spread through meat. 

#StayHome #StaySafe #IndiaFightsCorona 

Via @fssaiindiapic.twitter.com/VZ22agU9dB",COVIDNewsByMIB,32,25
438,"['IndiaFightsCorona', 'Covid19FrontLineWarrior', 'Coronavirus', 'TSPolice', 'StaySafehttps']",2020-05-22 03:54:01,"#IndiaFightsCorona:

Police Constable Officer Dayakar Reddy, #Covid19FrontLineWarrior of @hydcitypolice died of #Coronavirus 

The Government & #TSPolice will standby & support the family in the hour of distress by all means. 

#StaySafehttps://twitter.com/TelanganaDGP/status/1263367961521184768 …",COVIDNewsByMIB,47,7
439,"['IndiaFightsCorona', 'Coronavirus', 'BreakTheStigma', 'StaySafe']",2020-05-21 15:05:20,"#IndiaFightsCorona: 

#Coronavirus will heal, but the scars of stigma and mental trauma won't. 

Face your fears and anxiety with facts, not discrimination.

#BreakTheStigma #StaySafe 

Via @MoHFW_INDIApic.twitter.com/sUGz0ZusPT",COVIDNewsByMIB,36,18
440,"['IndiaFightsCorona', 'Coronavirus', 'StayHome', 'StaySafepic']",2020-05-13 17:00:32,"#IndiaFightsCorona: 

#Coronavirus–The story of Heist, Storm and The Surgical Strike.

By: @Vinodkdv 

Read here: https://bit.ly/2xZxtWl 
#StayHome #StaySafepic.twitter.com/ZCFBbiCVpq",COVIDNewsByMIB,37,13
441,"['IndiaFightsCorona', 'COVID19']",2020-05-11 14:45:49,"#IndiaFightsCorona: 

@WHO's Chief Scientist @doctorsoumya commended India for keeping the #COVID19 cases and deaths very low as compared to other countries and said it will play an important role in the development of a vaccine for Novel Coronavirus. 

http://www.newsonair.com/News?title=WHO%26%2339%3Bs-Chief-Scientist-praises-India-for-keeping-Coronavirus-cases-and-deaths-very-low&id=388324 …",COVIDNewsByMIB,33,9
442,"['Coronavirus', 'NewDelhi', 'IndiaFightsCorona', 'COVID19Pandemic']",2020-05-11 09:45:48,"LIVE SHORTLY: Media briefing on current Novel #Coronavirus situation in the country at #NewDelhi

Time: 4:00 PM 
#IndiaFightsCorona #COVID19Pandemic
@MoHFW_INDIA @PIB_India",COVIDNewsByMIB,66,20
443,"['IndiaFightsCorona', 'coronavirus', 'StayAtHomepic']",2020-05-11 03:41:27,"#IndiaFightsCorona:

Prime Minister @NarendraModi to hold a meeting with the State Chief Ministers through video conferencing at 3PM to review the country's progress in containing the #coronavirus pandemic.

#StayAtHomepic.twitter.com/UeROLbi8Yw",COVIDNewsByMIB,286,65
444,"['IndiaFightsCorona', 'Coronavirus']",2020-05-08 10:31:50,"#IndiaFightsCorona: 

LIVE NOW: 

Media briefing on current Novel #Coronavirus situation in the country. 

@MoHFW_INDIA @PIB_India @PIBHomeAffairs @DG_PIBhttps://www.youtube.com/watch?v=qIS2Yk-LVo4 …",COVIDNewsByMIB,16,4
445,"['Coronavirus', 'NewDelhi', 'IndiaFightsCorona', 'COVID19Pandemic']",2020-05-08 09:52:32,"LIVE SHORTLY: Media briefing on current Novel #Coronavirus situation in the country at #NewDelhi

Time: 4:00 PM 
#IndiaFightsCorona #COVID19Pandemic
@MoHFW_INDIA @PIB_India",COVIDNewsByMIB,66,18
446,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'StayHome', 'StaySafe', 'StayHealthy']",2020-05-07 14:11:15,"#IndiaFightsCorona: 

Follow these Do's and Don'ts to prevent the spread of #COVID19

Together we can fight #Coronavirus
#StayHome #StaySafe #StayHealthy 

Via @MoHFW_INDIApic.twitter.com/XaJ49hztMx",COVIDNewsByMIB,62,32
447,"['IndiaFightsCorona', 'COVID19']",2020-05-05 16:36:41,"#IndiaFightsCorona: 

Scientists to culture Novel Coronavirus in human lung epithelial cell, which will enable in vitro testing of potential drugs & vaccines against the #COVID19: https://bit.ly/2zgZtow 
@ICMRDELHI @CSIR_IND @IndiaDST @ccmb_csir @CCAMP_Bangalore @PrinSciAdvGoI",COVIDNewsByMIB,42,16
448,"['Coronavirus', 'NewDelhi', 'IndiaFightsCorona', 'COVID19Pandemic']",2020-05-05 09:48:35,"LIVE SHORTLY: Media briefing on current Novel #Coronavirus situation in the country at #NewDelhi

Time: 4:00 PM 
#IndiaFightsCorona #COVID19Pandemic
@MoHFW_INDIA @PIB_India",COVIDNewsByMIB,13,6
449,"['Coronavirus', 'NewDelhi', 'IndiaFightsCorona', 'COVID19Pandemic']",2020-05-04 09:43:16,"LIVE SHORTLY: Media briefing on current Novel #Coronavirus situation in the country at #NewDelhi

Time: 4:00 PM 
#IndiaFightsCorona #COVID19Pandemic
@MoHFW_INDIA @PIB_India",COVIDNewsByMIB,34,10
450,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'CoronavirusPandemic', 'StayHome', 'StaySafepic']",2020-05-03 02:48:57,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #CoronavirusPandemic.  

#StayHome #StaySafepic.twitter.com/k0VcBMzWTT",COVIDNewsByMIB,30,21
451,"['IndiaFightsCorona', 'COVID19', 'Coronavirus', 'CoronavirusPandemic', 'StayHome', 'StaySafepic']",2020-05-02 14:40:21,"#IndiaFightsCorona:

#COVID19 does not even spare alcoholics. 

So, bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. 

Better be at home and take precautionary measures to fight against #CoronavirusPandemic.  

#StayHome #StaySafepic.twitter.com/gtqfsiaS5i",COVIDNewsByMIB,37,26
452,"['IndiaFightsCorona', 'Coronavirus', 'StayAtHome']",2020-05-02 08:28:26,"#IndiaFightsCorona:

FACT

There is no scientific evidence that mango  kills the new #Coronavirus.
However, WHO recommends consuming adequate fruit and vegetables as part of a healthy diet.

#StayAtHome
Via @WHOpic.twitter.com/jy44zAg4iH",COVIDNewsByMIB,186,71
453,"['IndiaFightsCorona', 'Coronavirus', 'StayHome', 'StaySafe']",2020-05-01 10:47:56,"#IndiaFightsCorona: 

WATCH LIVE:

Media briefing on current Novel #Coronavirus situation in the country.

#StayHome #StaySafe
@MoHFW_INDIA @PIB_India @PIBHomeAffairs @ICMRDELHI @drharshvardhan @DG_PIB @DDNewslivehttps://www.youtube.com/watch?v=wtU0zh9J2uc&feature=youtu.be …",COVIDNewsByMIB,9,5
454,"['Coronavirus', 'NewDelhi', 'IndiaFightsCorona', 'COVID19Pandemic']",2020-05-01 09:47:31,"LIVE SHORTLY: Media briefing on current Novel #Coronavirus situation in the country at #NewDelhi

Time: 4:00 PM 
#IndiaFightsCorona #COVID19Pandemic
@MoHFW_INDIA @PIB_India",COVIDNewsByMIB,76,16
